Orthogroup	Mafric	Mavium
OG0000884	CCC26675.1	AAS03602.1
OG0000885	CCC26676.1	AAS03603.1, AAS06839.1
OG0000886	CCC26677.1	AAS03605.1
OG0000887	CCC26678.1	AAS03606.1
OG0000888	CCC26680.1	AAS03608.1
OG0000889	CCC26683.1	AAS03610.1
OG0000890	CCC26684.1	AAS03611.1
OG0000891	CCC26685.1	AAS03612.1
OG0000892	CCC26686.1	AAS03613.1
OG0000893	CCC26687.1	AAS03614.1
OG0000894	CCC26688.1	AAS03615.1, AAS06698.1
OG0000895	CCC26689.1	AAS03616.1
OG0000896	CCC26690.1	AAS03617.1
OG0000897	CCC26691.1	AAS03618.1
OG0000898	CCC26693.1	AAS03620.1
OG0000899	CCC26694.1	AAS03621.1
OG0000900	CCC26695.1	AAS03622.1
OG0000901	CCC26696.1	AAS03623.1
OG0000902	CCC26697.1	AAS03624.1
OG0000903	CCC26698.1	AAS03625.1
OG0000904	CCC26701.1	AAS03627.1
OG0000905	CCC26702.1	AAS03628.1
OG0000906	CCC26709.1	AAS03635.1
OG0000907	CCC26710.1	AAS03636.1
OG0000908	CCC26712.1	AAS03114.1, AAS03638.1
OG0000909	CCC26713.1	AAS03639.1
OG0000910	CCC26714.1	AAS03642.1
OG0000911	CCC26715.1	AAS03643.1
OG0000912	CCC26717.1	AAS03652.1
OG0000913	CCC26720.1	AAS03656.1
OG0000914	CCC26721.1	AAS03658.1
OG0000915	CCC26724.1	AAS03668.1
OG0000916	CCC26725.1	AAS03669.1
OG0000917	CCC26726.1	AAS03670.1
OG0000918	CCC26727.1	AAS03671.1
OG0000919	CCC26728.1	AAS03672.1
OG0000920	CCC26731.1	AAS03674.1
OG0000921	CCC26732.1	AAS02654.1, AAS03675.1
OG0000922	CCC26733.1	AAS03676.1
OG0000923	CCC26734.1	AAS03677.1
OG0000924	CCC26736.1	AAS03678.1
OG0000925	CCC26737.1	AAS03679.1
OG0000926	CCC26738.1	AAS03680.1
OG0000927	CCC26739.1	AAS03681.1
OG0000928	CCC26740.1	AAS03682.1
OG0000929	CCC26741.1	AAS03683.1
OG0000930	CCC26742.1	AAS03684.1
OG0000931	CCC26743.1	AAS03685.1
OG0000932	CCC26771.1	AAS03706.1
OG0000933	CCC26772.1	AAS03707.1
OG0000934	CCC26773.1	AAS03708.1, AAS04369.1
OG0000935	CCC26775.1	AAS03710.1, AAS06083.1
OG0000936	CCC26776.1	AAS03712.1
OG0000937	CCC26777.1	AAS03713.1
OG0000938	CCC26781.1	AAS03717.1
OG0000939	CCC26782.1	AAS03718.1
OG0000940	CCC26783.1	AAS03719.1
OG0000941	CCC26784.1	AAS03720.1
OG0000942	CCC26785.1	AAS03721.1
OG0000943	CCC26786.1	AAS03722.1
OG0000944	CCC26787.1	AAS03723.1
OG0000945	CCC26788.1	AAS03724.1, AAS04794.1
OG0000946	CCC26798.1	AAS03728.1
OG0000947	CCC26799.1	AAS03729.1
OG0000948	CCC26800.1	AAS03730.1
OG0000949	CCC26801.1	AAS03731.1
OG0000950	CCC26802.1	AAS03732.1
OG0000951	CCC26839.1	AAS06844.1, AAS03781.1
OG0000952	CCC26850.1	AAS04286.1, AAS03770.1
OG0000953	CCC26872.1	AAS03811.1
OG0000954	CCC26874.1	AAS03818.1
OG0000955	CCC26876.1	AAS03819.1
OG0000956	CCC26886.1	AAS03826.1
OG0000957	CCC26887.1	AAS03827.1
OG0000958	CCC26888.1	AAS03828.1
OG0000959	CCC26889.1	AAS03829.1
OG0000960	CCC26890.1	AAS03830.1
OG0000961	CCC26903.1	AAS03841.1, AAS03654.1
OG0000962	CCC26904.1	AAS03264.1
OG0000963	CCC26907.1	AAS05615.1, AAS03843.1
OG0000964	CCC26909.1	AAS03847.1, AAS03764.1
OG0000965	CCC26911.1	AAS03848.1
OG0000966	CCC26913.1	AAS03851.1
OG0000967	CCC26914.1	AAS03852.1
OG0000968	CCC26918.1	AAS03856.1
OG0000969	CCC26919.1	AAS03857.1
OG0000970	CCC26920.1	AAS03858.1
OG0000971	CCC26921.1	AAS03859.1
OG0000972	CCC26922.1	AAS03860.1
OG0000973	CCC26924.1	AAS03862.1
OG0000974	CCC26928.1	AAS03865.1
OG0000975	CCC26929.1	AAS03866.1
OG0000976	CCC26935.1	AAS03873.1
OG0000977	CCC26937.1	AAS03875.1
OG0000978	CCC26938.1	AAS03876.1
OG0000979	CCC26948.1	AAS03881.1
OG0000980	CCC26952.1	AAS03886.1
OG0000981	CCC26953.1	AAS03887.1
OG0000982	CCC26954.1	AAS03888.1
OG0000983	CCC26957.1	AAS03891.1, AAS04033.1
OG0000984	CCC26959.1	AAS03894.1, AAS03215.1
OG0000985	CCC26963.1	AAS03900.1
OG0000986	CCC26964.1	AAS03902.1
OG0000987	CCC26968.1	AAS03912.1
OG0000988	CCC26973.1	AAS03921.1, AAS03095.1
OG0000989	CCC26976.1	AAS03924.1
OG0000990	CCC26979.1	AAS03928.1
OG0000991	CCC26989.1	AAS03939.1
OG0000992	CCC26994.1	AAS03942.1
OG0000993	CCC26996.1	AAS03945.1
OG0000994	CCC26998.1	AAS03946.1
OG0000995	CCC27009.1	AAS03960.1
OG0000996	CCC27012.1	AAS03963.1
OG0000997	CCC27019.1	AAS04035.1, AAS05267.1
OG0000998	CCC27024.1	AAS03969.1
OG0000999	CCC27123.1	AAS04083.1
OG0001000	CCC27124.1	AAS04084.1
OG0001001	CCC27125.1	AAS04085.1
OG0001002	CCC27126.1	AAS04086.1
OG0001003	CCC27135.1	AAS04115.1
OG0001004	CCC27137.1	AAS04118.1, AAS06204.1
OG0001005	CCC27139.1	AAS04120.1
OG0001006	CCC27145.1	AAS02804.1, AAS06324.1
OG0001007	CCC27146.1	AAS04121.1
OG0001008	CCC27154.1	AAS04131.1
OG0001009	CCC27175.1	AAS04143.1
OG0001010	CCC27176.1	AAS04145.1
OG0001011	CCC27177.1	AAS04146.1
OG0001012	CCC27178.1	AAS04147.1
OG0001013	CCC27179.1	AAS04148.1
OG0001014	CCC27180.1	AAS04149.1
OG0001015	CCC27181.1	AAS04150.1
OG0001017	CCC27191.1	AAS04151.1
OG0001018	CCC27192.1	AAS04152.1
OG0001019	CCC27193.1	AAS04153.1
OG0001020	CCC27194.1	AAS04154.1
OG0001021	CCC27198.1	AAS04157.1
OG0001022	CCC27199.1	AAS04158.1
OG0001023	CCC27200.1	AAS04159.1
OG0001024	CCC27201.1	AAS04160.1
OG0001025	CCC27203.1	AAS04163.1
OG0001026	CCC27204.1	AAS04164.1
OG0001027	CCC27207.1	AAS04177.1
OG0001028	CCC27212.1	AAS04193.1
OG0001029	CCC27215.1	AAS04195.1
OG0001030	CCC27216.1	AAS04196.1
OG0001031	CCC27217.1	AAS04197.1
OG0001032	CCC27218.1	AAS03892.1
OG0001033	CCC27221.1	AAS04200.1
OG0001034	CCC27222.1	AAS04202.1
OG0001035	CCC27223.1	AAS04203.1
OG0001036	CCC27226.1	AAS04205.1
OG0001037	CCC27228.1	AAS04207.1
OG0001038	CCC27229.1	AAS04208.1
OG0001039	CCC27230.1	AAS04209.1
OG0001040	CCC27231.1	AAS04210.1
OG0001041	CCC27232.1	AAS04211.1
OG0001042	CCC27234.1	AAS04213.1
OG0001043	CCC27235.1	AAS04214.1
OG0001044	CCC27237.1	AAS04216.1
OG0001045	CCC27238.1	AAS04217.1
OG0001046	CCC27239.1	AAS04218.1
OG0001047	CCC27240.1	AAS04219.1
OG0001048	CCC27246.1	AAS04220.1
OG0001049	CCC27247.1	AAS04221.1
OG0001050	CCC27248.1	AAS04222.1
OG0001051	CCC27249.1	AAS04223.1
OG0001052	CCC27250.1	AAS04224.1
OG0001053	CCC27251.1	AAS04225.1
OG0001054	CCC27252.1	AAS04226.1
OG0001055	CCC27253.1	AAS04227.1
OG0001056	CCC27256.1	AAS04230.1
OG0001057	CCC27257.1	AAS04231.1
OG0001058	CCC27259.1	AAS04233.1
OG0001059	CCC27260.1	AAS04234.1
OG0001060	CCC27262.1	AAS04236.1
OG0001061	CCC27263.1	AAS04237.1
OG0001062	CCC27264.1	AAS04238.1
OG0001063	CCC27265.1	AAS04239.1
OG0001064	CCC27266.1	AAS04240.1
OG0001065	CCC27267.1	AAS04241.1
OG0001066	CCC27269.1	AAS04243.1
OG0001067	CCC27271.1	AAS04245.1
OG0001068	CCC27275.1	AAS04250.1
OG0001069	CCC27277.1	AAS04252.1
OG0001070	CCC27278.1	AAS04254.1
OG0001071	CCC27279.1	AAS04255.1
OG0001072	CCC27280.1	AAS04256.1
OG0001073	CCC27281.1	AAS04257.1
OG0001074	CCC27283.1	AAS04259.1
OG0001075	CCC27284.1	AAS04260.1
OG0001076	CCC27285.1	AAS04261.1
OG0001077	CCC27287.1	AAS04263.1
OG0001078	CCC27288.1	AAS04265.1
OG0001079	CCC27291.1	AAS04267.1
OG0001080	CCC27292.1	AAS04268.1
OG0001081	CCC27294.1	AAS04270.1
OG0001082	CCC27295.1	AAS04272.1
OG0001083	CCC27296.1	AAS04273.1
OG0001084	CCC27298.1	AAS04275.1
OG0001085	CCC27299.1	AAS04276.1
OG0001086	CCC27300.1	AAS04277.1
OG0001087	CCC27302.1	AAS04279.1
OG0001088	CCC27303.1	AAS04282.1
OG0001089	CCC27304.1	AAS04283.1
OG0001090	CCC27305.1	AAS04284.1
OG0001091	CCC27306.1	AAS04285.1
OG0001092	CCC27307.1	AAS04287.1
OG0001093	CCC27310.1	AAS04297.1
OG0001094	CCC27311.1	AAS04298.1
OG0001095	CCC27312.1	AAS04299.1
OG0001096	CCC27316.1	AAS04303.1
OG0001097	CCC27320.1	AAS04309.1
OG0001098	CCC27322.1	AAS04311.1
OG0001099	CCC27324.1	AAS04313.1
OG0001100	CCC27325.1	AAS04314.1
OG0001101	CCC27328.1	AAS04317.1
OG0001102	CCC27338.1	AAS04323.1
OG0001103	CCC27339.1	AAS04324.1
OG0001104	CCC27340.1	AAS04325.1
OG0001105	CCC27344.1	AAS06382.1, AAS04329.1
OG0001106	CCC27365.1	AAS05034.1, AAS04360.1
OG0001107	CCC27371.1	AAS04372.1
OG0001108	CCC27398.1	AAS04407.1
OG0001109	CCC27399.1	AAS04408.1
OG0001110	CCC27400.1	AAS04409.1
OG0001111	CCC27407.1	AAS04414.1
OG0001112	CCC27408.1	AAS04415.1
OG0001113	CCC27417.1	AAS04440.1
OG0001114	CCC27418.1	AAS04441.1
OG0001115	CCC27425.1	AAS04446.1
OG0001116	CCC27426.1	AAS04447.1
OG0001117	CCC27427.1	AAS04449.1
OG0001118	CCC27441.1	AAS04454.1
OG0001119	CCC27442.1	AAS04455.1
OG0001120	CCC27445.1	AAS04458.1
OG0001121	CCC27446.1	AAS04459.1
OG0001122	CCC27448.1	AAS04462.1
OG0001123	CCC27451.1	AAS04476.1
OG0001124	CCC27452.1	AAS04477.1
OG0001125	CCC27456.1	AAS04478.1
OG0001126	CCC27457.1	AAS04479.1
OG0001127	CCC27458.1	AAS04480.1
OG0001128	CCC27466.1	AAS04492.1
OG0001129	CCC27467.1	AAS04494.1, AAS06291.1
OG0001130	CCC27475.1	AAS04352.1, AAS04525.1
OG0001131	CCC27476.1	AAS04353.1, AAS04526.1
OG0001132	CCC27484.1	AAS04530.1
OG0001133	CCC27486.1	AAS04531.1
OG0001134	CCC27487.1	AAS04532.1, AAS03701.1
OG0001135	CCC27489.1	AAS04534.1
OG0001136	CCC27494.1	AAS04538.1
OG0001137	CCC27495.1	AAS04539.1
OG0001138	CCC27496.1	AAS04540.1
OG0001139	CCC27497.1	AAS04541.1
OG0001140	CCC27498.1	AAS04542.1
OG0001141	CCC27504.1	AAS04559.1
OG0001142	CCC27505.1	AAS04560.1
OG0001143	CCC27506.1	AAS04561.1
OG0001144	CCC27512.1	AAS04564.1
OG0001145	CCC27514.1	AAS03906.1
OG0001146	CCC27521.1	AAS04567.1, AAS03596.1
OG0001147	CCC27522.1	AAS02616.1, AAS04568.1
OG0001148	CCC27524.1	AAS04575.1
OG0001149	CCC27526.1	AAS04580.1
OG0001150	CCC27527.1	AAS04581.1
OG0001151	CCC27528.1	AAS04582.1
OG0001152	CCC27529.1	AAS04583.1
OG0001153	CCC27531.1	AAS04584.1
OG0001154	CCC27532.1	AAS04585.1
OG0001155	CCC27533.1	AAS04586.1
OG0001156	CCC27534.1	AAS04587.1
OG0001157	CCC27535.1	AAS04588.1
OG0001158	CCC27544.1	AAS04595.1
OG0001159	CCC27545.1	AAS04596.1
OG0001160	CCC27547.1	AAS04597.1
OG0001161	CCC27548.1	AAS04598.1
OG0001162	CCC27549.1	AAS04599.1
OG0001163	CCC27552.1	AAS04602.1
OG0001164	CCC27553.1	AAS04603.1
OG0001165	CCC27554.1	AAS04604.1
OG0001166	CCC27555.1	AAS04605.1
OG0001167	CCC27557.1	AAS04608.1
OG0001168	CCC27563.1	AAS04611.1
OG0001169	CCC27564.1	AAS04612.1
OG0001170	CCC27567.1	AAS04615.1
OG0001171	CCC27568.1	AAS04616.1
OG0001172	CCC27569.1	AAS04617.1
OG0001173	CCC27581.1	AAS03804.1, AAS04625.1
OG0001174	CCC27582.1	AAS04626.1, AAS03805.1
OG0001175	CCC27586.1	AAS04630.1
OG0001176	CCC27592.1	AAS04633.1
OG0001177	CCC27593.1	AAS04634.1
OG0001178	CCC27594.1	AAS04635.1
OG0001179	CCC27596.1	AAS04637.1
OG0001180	CCC27605.1	AAS04645.1
OG0001181	CCC27606.1	AAS04646.1
OG0001182	CCC27607.1	AAS04647.1
OG0001183	CCC27608.1	AAS04648.1
OG0001184	CCC27609.1	AAS04649.1
OG0001185	CCC27617.1	AAS03417.1
OG0001186	CCC27619.1	AAS03415.1
OG0001187	CCC27620.1	AAS03414.1
OG0001188	CCC27621.1	AAS03413.1
OG0001189	CCC27622.1	AAS03412.1
OG0001190	CCC27623.1	AAS03411.1
OG0001191	CCC27624.1	AAS03410.1
OG0001192	CCC27625.1	AAS03409.1
OG0001193	CCC27626.1	AAS03408.1
OG0001194	CCC27639.1	AAS03397.1
OG0001195	CCC27640.1	AAS03396.1
OG0001196	CCC27641.1	AAS03395.1
OG0001197	CCC27642.1	AAS03394.1
OG0001198	CCC27646.1	AAS03389.1
OG0001199	CCC27648.1, CCC27649.1	AAS04373.1
OG0001200	CCC27654.1	AAS03387.1
OG0001201	CCC27656.1	AAS03385.1
OG0001202	CCC27658.1	AAS06229.1, AAS03383.1
OG0001203	CCC27659.1	AAS03380.1
OG0001204	CCC27660.1	AAS06566.1, AAS03379.1
OG0001205	CCC27663.1	AAS03373.1, AAS03093.1
OG0001206	CCC27667.1	AAS03369.1
OG0001207	CCC27668.1	AAS03368.1
OG0001208	CCC27670.1	AAS03364.1
OG0001209	CCC27672.1	AAS03362.1
OG0001210	CCC27673.1	AAS03361.1
OG0001211	CCC27674.1	AAS03360.1
OG0001212	CCC27675.1	AAS03359.1
OG0001213	CCC27676.1	AAS03358.1
OG0001214	CCC27677.1	AAS03357.1
OG0001215	CCC27679.1	AAS03355.1
OG0001216	CCC27680.1	AAS03354.1
OG0001217	CCC27681.1	AAS03353.1
OG0001218	CCC27691.1	AAS03347.1
OG0001219	CCC27692.1	AAS05025.1
OG0001220	CCC27693.1	AAS05026.1, AAS04046.1
OG0001221	CCC27694.1	AAS05027.1
OG0001222	CCC27697.1	AAS05028.1
OG0001223	CCC27698.1	AAS05029.1
OG0001224	CCC27699.1	AAS05030.1
OG0001225	CCC27700.1	AAS05031.1
OG0001226	CCC27701.1	AAS05032.1
OG0001227	CCC27702.1	AAS05033.1
OG0001228	CCC27726.1	AAS05057.1
OG0001229	CCC27746.1	AAS05109.1
OG0001230	CCC27747.1	AAS05110.1
OG0001231	CCC27750.1	AAS05114.1
OG0001232	CCC27751.1	AAS05115.1
OG0001233	CCC27752.1	AAS05116.1
OG0001234	CCC27754.1	AAS05118.1
OG0001235	CCC27755.1	AAS05119.1
OG0001236	CCC27757.1	AAS05121.1
OG0001237	CCC27769.1	AAS05129.1
OG0001238	CCC27770.1	AAS05130.1
OG0001239	CCC27771.1	AAS05131.1
OG0001240	CCC27772.1	AAS05132.1
OG0001241	CCC27774.1	AAS05134.1
OG0001242	CCC27775.1	AAS05135.1
OG0001243	CCC27776.1	AAS05136.1
OG0001244	CCC27777.1	AAS05137.1
OG0001245	CCC27781.1	AAS05140.1
OG0001246	CCC27782.1	AAS05141.1
OG0001247	CCC27783.1	AAS05142.1
OG0001248	CCC27784.1	AAS05143.1
OG0001249	CCC27788.1	AAS05148.1
OG0001250	CCC27791.1	AAS05150.1
OG0001251	CCC27792.1	AAS05151.1
OG0001252	CCC27793.1	AAS05152.1
OG0001253	CCC27794.1	AAS05153.1
OG0001254	CCC27795.1	AAS05154.1
OG0001255	CCC27798.1	AAS06427.1, AAS04030.1
OG0001256	CCC27799.1	AAS05156.1
OG0001257	CCC27800.1	AAS05157.1
OG0001258	CCC27801.1	AAS05158.1
OG0001259	CCC27802.1	AAS05159.1
OG0001260	CCC27806.1	AAS05162.1
OG0001261	CCC27807.1	AAS05163.1
OG0001262	CCC27810.1	AAS05164.1
OG0001263	CCC27811.1	AAS05165.1
OG0001264	CCC27813.1	AAS05167.1
OG0001265	CCC27814.1	AAS05168.1
OG0001266	CCC27815.1	AAS05169.1
OG0001267	CCC27821.1	AAS05174.1
OG0001268	CCC27822.1	AAS05175.1
OG0001269	CCC27827.1	AAS05180.1
OG0001270	CCC27828.1	AAS05181.1
OG0001271	CCC27829.1	AAS05182.1
OG0001272	CCC27838.1	AAS05185.1
OG0001273	CCC27839.1	AAS05186.1
OG0001274	CCC27846.1	AAS05193.1
OG0001275	CCC27847.1	AAS05194.1
OG0001276	CCC27851.1	AAS05831.1, AAS05201.1
OG0001277	CCC27852.1	AAS05833.1, AAS05203.1
OG0001278	CCC27857.1	AAS05207.1
OG0001279	CCC27858.1	AAS05208.1
OG0001280	CCC27860.1	AAS05209.1
OG0001281	CCC27861.1	AAS05210.1
OG0001282	CCC27868.1	AAS05215.1
OG0001283	CCC27869.1	AAS05216.1
OG0001284	CCC27870.1	AAS05217.1
OG0001285	CCC27913.1	AAS05223.1
OG0001286	CCC27914.1	AAS05224.1
OG0001287	CCC27916.1	AAS05226.1
OG0001288	CCC27918.1	AAS05228.1
OG0001289	CCC27919.1	AAS05229.1
OG0001290	CCC27930.1	AAS04161.1, AAS05240.1
OG0001291	CCC27934.1	AAS05247.1
OG0001292	CCC27936.1	AAS05251.1
OG0001293	CCC27939.1	AAS05253.1
OG0001294	CCC27943.1	AAS05255.1
OG0001295	CCC27944.1	AAS05256.1
OG0001296	CCC27945.1	AAS05257.1
OG0001297	CCC27955.1	AAS05261.1
OG0001298	CCC27956.1	AAS05262.1
OG0001299	CCC27957.1	AAS05263.1
OG0001300	CCC27962.1	AAS05271.1
OG0001301	CCC27963.1	AAS05272.1
OG0001302	CCC27964.1	AAS05273.1
OG0001303	CCC27968.1	AAS05275.1
OG0001304	CCC27969.1	AAS04181.1, AAS05277.1
OG0001305	CCC27971.1	AAS05279.1, AAS03901.1
OG0001306	CCC27972.1	AAS05282.1
OG0001307	CCC27975.1	AAS05286.1
OG0001308	CCC27976.1	AAS05287.1
OG0001309	CCC27977.1	AAS05288.1
OG0001310	CCC27978.1	AAS05289.1
OG0001311	CCC27980.1	AAS05291.1
OG0001312	CCC27981.1	AAS05292.1
OG0001313	CCC27982.1	AAS05293.1
OG0001314	CCC27983.1	AAS05294.1
OG0001315	CCC27984.1	AAS03034.1, AAS05295.1
OG0001316	CCC27987.1	AAS05298.1, AAS03795.1
OG0001317	CCC27990.1	AAS05300.1
OG0001318	CCC27991.1	AAS05302.1
OG0001319	CCC27994.1	AAS03711.1, AAS05305.1
OG0001320	CCC27995.1	AAS05306.1
OG0001321	CCC27996.1	AAS05307.1
OG0001322	CCC27999.1	AAS05311.1
OG0001323	CCC28000.1	AAS05312.1
OG0001324	CCC28001.1	AAS05313.1
OG0001325	CCC28002.1	AAS05314.1
OG0001326	CCC28011.1	AAS03555.1
OG0001327	CCC28026.1	AAS02376.1
OG0001328	CCC28040.1	AAS05550.1
OG0001329	CCC28041.1	AAS05551.1
OG0001330	CCC28043.1	AAS05552.1
OG0001331	CCC28044.1	AAS05553.1
OG0001332	CCC28049.1	AAS05557.1
OG0001333	CCC28051.1	AAS05564.1
OG0001334	CCC28052.1	AAS05565.1
OG0001335	CCC28055.1	AAS05566.1
OG0001336	CCC28058.1	AAS05569.1
OG0001337	CCC28059.1	AAS05570.1
OG0001338	CCC28060.1	AAS05571.1
OG0001339	CCC28061.1	AAS05572.1
OG0001340	CCC28064.1	AAS03009.1, AAS05575.1
OG0001341	CCC28067.1	AAS05577.1
OG0001342	CCC28068.1	AAS05578.1
OG0001343	CCC28077.1	AAS05584.1
OG0001344	CCC28078.1	AAS05585.1
OG0001345	CCC28081.1	AAS05588.1
OG0001346	CCC28082.1	AAS05589.1
OG0001347	CCC28085.1	AAS05590.1
OG0001348	CCC28086.1	AAS05592.1
OG0001349	CCC28087.1	AAS05593.1
OG0001350	CCC28088.1	AAS05594.1
OG0001351	CCC28089.1	AAS05595.1
OG0001352	CCC28091.1	AAS05603.1
OG0001353	CCC28101.1	AAS05605.1
OG0001354	CCC28102.1	AAS05606.1
OG0001355	CCC28105.1	AAS05608.1
OG0001356	CCC28106.1	AAS05609.1
OG0001357	CCC28107.1	AAS05610.1
OG0001358	CCC28108.1	AAS05611.1
OG0001359	CCC28109.1	AAS05612.1
OG0001360	CCC28111.1	AAS05630.1
OG0001361	CCC28112.1	AAS05631.1
OG0001362	CCC28115.1	AAS05634.1
OG0001363	CCC28118.1	AAS05637.1
OG0001364	CCC28119.1	AAS05638.1
OG0001365	CCC28120.1	AAS05639.1
OG0001366	CCC28121.1	AAS05640.1
OG0001367	CCC28127.1	AAS05647.1
OG0001368	CCC28128.1	AAS05648.1
OG0001369	CCC28129.1	AAS05649.1
OG0001370	CCC28130.1	AAS05650.1
OG0001371	CCC28134.1	AAS05655.1
OG0001372	CCC28166.1	AAS05191.1
OG0001373	CCC28173.1	AAS04288.1, AAS02602.1
OG0001374	CCC28177.1	AAS05718.1
OG0001375	CCC28178.1	AAS05719.1
OG0001376	CCC28182.1	AAS05723.1
OG0001377	CCC28183.1	AAS05724.1
OG0001378	CCC28207.1	AAS05725.1, AAS05820.1
OG0001379	CCC28209.1	AAS05821.1, AAS04063.1
OG0001380	CCC28215.1	AAS05735.1
OG0001381	CCC28217.1	AAS05736.1
OG0001382	CCC28218.1	AAS05737.1
OG0001383	CCC28228.1	AAS03055.1, AAS05754.1
OG0001384	CCC28229.1	AAS05755.1
OG0001385	CCC28231.1	AAS05757.1, AAS02412.1
OG0001386	CCC28248.1	AAS06861.1, AAS05773.1
OG0001387	CCC28249.1	AAS05776.1, AAS02464.1
OG0001388	CCC28266.1	AAS06404.1, AAS04141.1
OG0001389	CCC28269.1	AAS05842.1
OG0001390	CCC28270.1	AAS05843.1
OG0001391	CCC28273.1	AAS05845.1
OG0001392	CCC28274.1	AAS05846.1
OG0001393	CCC28275.1	AAS05847.1
OG0001394	CCC28283.1	AAS05855.1
OG0001395	CCC28284.1	AAS05856.1
OG0001396	CCC28285.1	AAS05857.1
OG0001397	CCC28286.1	AAS05858.1
OG0001398	CCC28287.1	AAS05859.1
OG0001399	CCC28288.1	AAS05860.1
OG0001400	CCC28291.1	AAS05863.1
OG0001401	CCC28294.1	AAS05866.1
OG0001402	CCC28296.1	AAS05868.1
OG0001403	CCC28298.1	AAS05870.1
OG0001404	CCC28299.1	AAS05871.1
OG0001405	CCC28300.1	AAS05872.1
OG0001406	CCC28308.1	AAS05883.1
OG0001407	CCC28309.1	AAS05884.1
OG0001408	CCC28310.1	AAS05885.1
OG0001409	CCC28312.1	AAS06095.1, AAS05894.1
OG0001410	CCC28317.1	AAS05899.1
OG0001411	CCC28318.1	AAS05900.1
OG0001412	CCC28321.1	AAS05904.1
OG0001413	CCC28322.1	AAS05905.1
OG0001414	CCC28323.1	AAS05906.1
OG0001415	CCC28325.1	AAS05908.1
OG0001416	CCC28326.1	AAS05909.1
OG0001417	CCC28327.1	AAS05910.1
OG0001418	CCC28328.1	AAS05911.1
OG0001419	CCC28329.1	AAS05912.1
OG0001420	CCC28336.1	AAS05917.1
OG0001421	CCC28337.1	AAS05918.1
OG0001422	CCC28338.1	AAS05919.1
OG0001423	CCC28340.1	AAS05921.1
OG0001424	CCC28341.1	AAS05922.1
OG0001425	CCC28342.1	AAS05924.1
OG0001426	CCC28343.1	AAS05925.1
OG0001427	CCC28344.1	AAS05926.1
OG0001428	CCC28345.1	AAS05928.1
OG0001429	CCC28346.1	AAS05929.1
OG0001430	CCC28347.1	AAS05930.1
OG0001431	CCC28348.1	AAS05931.1
OG0001432	CCC28350.1	AAS05933.1
OG0001433	CCC28355.1	AAS05942.1
OG0001434	CCC28356.1	AAS05943.1
OG0001435	CCC28357.1	AAS05944.1
OG0001436	CCC28358.1	AAS05945.1
OG0001437	CCC28359.1	AAS05946.1
OG0001438	CCC28360.1	AAS05947.1
OG0001439	CCC28361.1	AAS05949.1
OG0001440	CCC28363.1	AAS05951.1
