Orthogroup	Mbovis	Mavium
OG0002063	ALV10745.1	AAS03647.1
OG0002064	ALV10746.1	AAS03653.1
OG0002065	ALV10748.1	AAS03659.1
OG0002066	ALV10775.1	AAS03690.1
OG0002067	ALV10776.1	AAS03691.1
OG0002068	ALV10792.1	AAS03709.1
OG0002069	ALV10796.1	AAS03714.1
OG0002070	ALV12969.1	AAS03715.1
OG0002071	ALV10797.1	AAS03716.1
OG0002072	ALV10807.1	AAS03726.1
OG0002073	ALV12971.1	AAS04018.1
OG0002074	ALV10826.1	AAS04017.1
OG0002075	ALV12972.1	AAS04792.1
OG0002077	ALV10846.1	AAS03649.1
OG0002078	ALV10847.1	AAS03965.1
OG0002079	ALV12977.1	AAS06821.1
OG0002080	ALV10852.1	AAS03164.1
OG0002081	ALV10854.1	AAS04362.1
OG0002082	ALV10856.1	AAS06870.1
OG0002083	ALV10864.1	AAS06085.1
OG0002084	ALV10870.1	AAS03809.1
OG0002085	ALV10873.1	AAS02325.1
OG0002086	ALV10874.1	AAS02326.1
OG0002087	ALV10875.1	AAS03810.1
OG0002088	ALV12982.1	AAS03817.1
OG0002089	ALV10879.1	AAS03820.1
OG0002090	ALV10880.1	AAS03821.1
OG0002091	ALV10906.1	AAS03842.1
OG0002092	ALV10908.1	AAS03845.1
OG0002093	ALV12985.1	AAS03853.1
OG0002094	ALV10915.1	AAS03854.1
OG0002095	ALV10916.1	AAS03855.1
OG0002096	ALV10925.1	AAS04366.1
OG0002097	ALV10933.1	AAS03867.1
OG0002098	ALV10934.1	AAS03868.1
OG0002100	ALV10938.1	AAS03877.1
OG0002101	ALV10948.1	AAS03882.1
OG0002102	ALV10949.1	AAS03884.1
OG0002103	ALV10950.1	AAS03885.1
OG0002104	ALV10954.1	AAS03889.1
OG0002105	ALV10957.1	AAS03893.1
OG0002106	ALV10959.1	AAS03895.1
OG0002107	ALV10960.1	AAS03896.1
OG0002108	ALV10961.1	AAS03898.1
OG0002109	ALV10964.1	AAS03903.1
OG0002110	ALV10965.1	AAS03908.1
OG0002111	ALV10966.1	AAS03909.1
OG0002112	ALV12987.1	AAS03916.1
OG0002113	ALV10969.1	AAS03917.1
OG0002114	ALV10971.1	AAS03922.1
OG0002115	ALV10974.1	AAS03925.1
OG0002116	ALV12989.1	AAS06754.1
OG0002117	ALV10977.1	AAS03929.1
OG0002118	ALV10978.1	AAS03933.1
OG0002119	ALV10979.1	AAS03934.1
OG0002120	ALV10980.1	AAS03935.1
OG0002121	ALV10984.1	AAS03940.1
OG0002122	ALV10985.1	AAS03941.1
OG0002123	ALV10993.1	AAS03985.1
OG0002124	ALV10994.1	AAS03986.1
OG0002125	ALV12993.1	AAS03955.1
OG0002126	ALV11002.1	AAS02389.1
OG0002127	ALV11004.1	AAS05710.1
OG0002128	ALV11006.1	AAS03964.1
OG0002129	ALV11008.1	AAS03966.1
OG0002130	ALV11010.1	AAS03968.1
OG0002131	ALV11012.1	AAS03970.1
OG0002132	ALV11015.1	AAS02893.1
OG0002133	ALV11017.1	AAS02763.1
OG0002134	ALV11031.1	AAS03168.1
OG0002135	ALV12998.1	AAS06630.1
OG0002136	ALV11042.1	AAS02433.1
OG0002137	ALV11044.1	AAS02390.1
OG0002139	ALV11051.1	AAS03997.1
OG0002140	ALV11061.1	AAS04402.1
OG0002141	ALV11069.1	AAS06766.1
OG0002142	ALV11072.1	AAS04399.1
OG0002143	ALV11088.1	AAS06818.1
OG0002144	ALV13003.1	AAS06819.1
OG0002145	ALV11093.1	AAS05101.1
OG0002146	ALV11100.1	AAS04080.1
OG0002147	ALV11101.1	AAS03958.1
OG0002148	ALV11103.1	AAS02548.1
OG0002149	ALV11108.1	AAS04090.1
OG0002150	ALV11109.1	AAS04091.1
OG0002151	ALV11111.1	AAS04097.1
OG0002152	ALV11112.1	AAS04098.1
OG0002153	ALV11113.1	AAS04112.1
OG0002154	ALV13007.1	AAS04114.1
OG0002155	ALV11117.1	AAS04119.1
OG0002156	ALV11119.1	AAS06317.1
OG0002157	ALV11120.1	AAS06318.1
OG0002158	ALV11121.1	AAS06319.1
OG0002160	ALV11124.1	AAS04122.1
OG0002161	ALV11127.1	AAS04127.1
OG0002162	ALV11128.1	AAS04128.1
OG0002163	ALV11129.1	AAS04129.1
OG0002164	ALV11130.1	AAS03321.1
OG0002165	ALV13009.1	AAS04133.1
OG0002166	ALV11138.1	AAS04788.1, AAS03535.1
OG0002167	ALV11139.1	AAS06879.1
OG0002168	ALV11140.1	AAS06880.1
OG0002169	ALV11141.1	AAS04734.1
OG0002170	ALV13010.1	AAS04140.1
OG0002171	ALV11151.1	AAS04142.1
OG0002173	ALV11171.1	AAS04155.1
OG0002174	ALV11176.1	AAS04162.1
OG0002175	ALV11186.1	AAS04178.1
OG0002177	ALV11193.1	AAS04198.1
OG0002178	ALV13017.1	AAS04204.1
OG0002182	ALV11228.1	AAS04235.1
OG0002183	ALV13023.1	AAS04244.1
OG0002184	ALV11236.1	AAS04247.1
OG0002186	ALV11250.1	AAS04262.1
OG0002187	ALV11253.1	AAS04266.1
OG0002188	ALV11264.1	AAS04278.1
OG0002189	ALV11271.1	AAS04291.1
OG0002190	ALV13028.1	AAS04300.1
OG0002191	ALV13029.1	AAS04301.1
OG0002192	ALV11278.1	AAS04302.1
OG0002193	ALV13030.1	AAS04304.1
OG0002194	ALV11280.1	AAS04305.1
OG0002195	ALV11282.1	AAS04308.1
OG0002196	ALV13032.1	AAS04310.1
OG0002197	ALV11290.1	AAS04860.1
OG0002198	ALV13033.1	AAS04319.1
OG0002199	ALV11291.1	AAS04320.1
OG0002200	ALV11292.1	AAS04321.1
OG0002201	ALV11293.1	AAS04322.1
OG0002203	ALV11300.1	AAS04326.1
OG0002204	ALV11301.1	AAS03785.1
OG0002205	ALV11304.1	AAS04332.1
OG0002206	ALV11308.1	AAS04334.1
OG0002208	ALV11318.1	AAS04355.1
OG0002209	ALV11320.1	AAS04358.1
OG0002211	ALV11326.1	AAS04365.1
OG0002212	ALV11327.1	AAS04363.1
OG0002213	ALV11332.1	AAS03979.1
OG0002214	ALV11348.1	AAS04404.1
OG0002215	ALV11349.1	AAS04405.1
OG0002216	ALV11350.1	AAS04406.1
OG0002217	ALV11355.1	AAS04410.1
OG0002218	ALV11357.1	AAS04411.1
OG0002219	ALV11358.1	AAS04412.1
OG0002220	ALV11359.1	AAS04413.1
OG0002221	ALV11361.1	AAS04416.1
OG0002222	ALV11364.1	AAS04420.1
OG0002223	ALV11367.1	AAS04857.1
OG0002224	ALV11377.1	AAS04450.1
OG0002225	ALV11383.1	AAS04457.1
OG0002226	ALV11386.1	AAS04460.1
OG0002228	ALV11388.1	AAS04463.1
OG0002229	ALV11396.1	AAS04481.1
OG0002230	ALV11399.1	AAS04487.1
OG0002231	ALV11400.1	AAS04488.1
OG0002232	ALV11401.1	AAS04490.1
OG0002233	ALV13049.1	AAS04491.1
OG0002234	ALV11403.1	AAS04495.1
OG0002235	ALV11404.1	AAS04514.1
OG0002236	ALV11405.1	AAS04522.1
OG0002237	ALV11407.1	AAS04523.1
OG0002238	ALV11408.1	AAS04524.1
OG0002239	ALV13051.1	AAS04354.1
OG0002240	ALV11420.1	AAS04528.1
OG0002241	ALV11421.1	AAS04529.1
OG0002242	ALV11426.1	AAS04533.1
OG0002243	ALV11428.1	AAS04535.1
OG0002244	ALV13052.1	AAS04536.1
OG0002245	ALV11429.1	AAS04537.1
OG0002246	ALV11437.1	AAS04543.1
OG0002247	ALV11439.1	AAS04557.1
OG0002248	ALV11440.1	AAS04558.1
OG0002249	ALV11446.1	AAS03990.1
OG0002250	ALV11448.1	AAS04562.1
OG0002251	ALV13054.1	AAS04563.1
OG0002252	ALV11452.1	AAS03905.1
OG0002254	ALV11457.1	AAS04565.1
OG0002255	ALV13059.1	AAS04590.1
OG0002256	ALV11471.1	AAS04592.1
OG0002257	ALV13060.1	AAS04593.1
OG0002258	ALV11472.1	AAS04594.1
OG0002259	ALV11473.1	AAS03152.1
OG0002260	ALV11479.1	AAS04600.1
OG0002261	ALV11480.1	AAS04601.1
OG0002262	ALV11486.1	AAS04609.1
OG0002263	ALV11492.1	AAS04613.1
OG0002264	ALV11498.1	AAS04623.1
OG0002265	ALV11507.1	AAS04624.1
OG0002266	ALV11510.1	AAS04627.1
OG0002267	ALV11511.1	AAS04628.1
OG0002268	ALV11512.1	AAS04629.1
OG0002269	ALV11514.1	AAS04631.1
OG0002270	ALV11515.1	AAS06411.1
OG0002271	ALV11518.1	AAS04632.1
OG0002272	ALV11522.1	AAS04636.1
OG0002273	ALV11530.1	AAS05076.1
OG0002274	ALV11531.1	AAS05075.1
OG0002275	ALV11545.1	AAS03416.1
OG0002276	ALV11564.1	AAS03398.1
OG0002277	ALV11569.1	AAS03393.1
OG0002278	ALV11573.1	AAS03388.1
OG0002279	ALV11578.1	AAS03386.1
OG0002280	ALV11580.1	AAS03384.1
OG0002281	ALV11583.1	AAS03378.1
OG0002282	ALV11584.1	AAS03377.1
OG0002283	ALV11586.1	AAS03372.1
OG0002284	ALV11587.1	AAS03371.1
OG0002285	ALV11592.1	AAS03363.1
OG0002286	ALV11605.1	AAS03352.1
OG0002287	ALV11606.1	AAS03351.1
OG0002288	ALV11608.1	AAS03348.1
OG0002289	ALV11625.1	AAS05038.1
OG0002290	ALV11628.1	AAS05040.1
OG0002291	ALV11629.1	AAS05041.1
OG0002292	ALV11631.1	AAS05044.1
OG0002293	ALV11636.1	AAS04692.1
OG0002294	ALV13075.1	AAS05045.1
OG0002295	ALV11637.1	AAS02563.1
OG0002296	ALV11639.1	AAS05049.1
OG0002297	ALV11645.1	AAS05059.1
OG0002298	ALV11655.1	AAS05104.1
OG0002299	ALV11656.1	AAS05105.1
OG0002300	ALV11657.1	AAS05106.1
OG0002301	ALV11658.1	AAS05107.1
OG0002302	ALV11661.1	AAS05111.1
OG0002303	ALV11662.1	AAS05113.1
OG0002304	ALV11665.1	AAS05117.1
OG0002305	ALV11671.1	AAS05123.1
OG0002306	ALV11673.1	AAS05125.1
OG0002307	ALV11674.1	AAS05126.1
OG0002308	ALV11675.1	AAS05127.1
OG0002309	ALV11676.1	AAS05128.1
OG0002310	ALV11685.1	AAS05138.1
OG0002312	ALV13087.1	AAS05145.1
OG0002313	ALV11692.1	AAS05146.1
OG0002314	ALV11694.1	AAS05149.1
OG0002316	ALV11709.1	AAS05161.1
OG0002317	ALV13089.1	AAS05171.1
OG0002318	ALV11720.1	AAS05172.1
OG0002319	ALV13090.1	AAS05173.1
OG0002320	ALV11724.1	AAS05177.1
OG0002321	ALV11725.1	AAS05178.1
OG0002322	ALV11726.1	AAS05179.1
OG0002324	ALV11738.1	AAS05187.1
OG0002325	ALV11739.1	AAS05189.1
OG0002326	ALV13092.1	AAS05195.1
OG0002327	ALV11751.1	AAS05204.1
OG0002328	ALV11755.1	AAS05206.1
OG0002330	ALV11761.1	AAS05212.1
OG0002331	ALV11762.1	AAS05213.1
OG0002332	ALV11763.1	AAS05214.1
OG0002334	ALV11771.1	AAS05218.1
OG0002335	ALV11772.1	AAS05219.1
OG0002337	ALV11802.1	AAS05221.1
OG0002338	ALV11808.1	AAS05222.1
OG0002339	ALV11811.1	AAS05225.1
OG0002340	ALV11813.1	AAS05227.1
OG0002341	ALV11816.1	AAS05230.1
OG0002342	ALV11818.1	AAS05233.1
OG0002343	ALV13099.1	AAS05234.1
OG0002344	ALV11819.1	AAS05235.1
OG0002345	ALV11820.1	AAS05236.1
OG0002346	ALV11821.1	AAS05237.1
OG0002347	ALV11822.1	AAS05238.1
OG0002348	ALV13100.1	AAS05239.1
OG0002349	ALV11825.1	AAS05241.1
OG0002350	ALV11828.1	AAS05245.1
OG0002351	ALV11829.1	AAS05246.1
OG0002352	ALV11831.1	AAS05248.1
OG0002353	ALV11833.1	AAS05252.1
OG0002354	ALV11839.1	AAS05254.1
OG0002355	ALV11846.1	AAS06494.1
OG0002357	ALV11847.1	AAS05258.1
OG0002358	ALV11848.1	AAS05259.1
OG0002359	ALV11849.1	AAS05260.1
OG0002360	ALV11853.1	AAS05265.1
OG0002361	ALV11861.1	AAS03184.1
OG0002362	ALV11864.1	AAS05278.1
OG0002363	ALV11866.1	AAS05283.1
OG0002364	ALV11872.1	AAS05290.1
OG0002365	ALV11877.1	AAS05296.1
OG0002366	ALV11878.1	AAS05297.1
OG0002367	ALV13106.1	AAS05299.1
OG0002368	ALV11882.1	AAS05303.1
OG0002369	ALV11883.1	AAS05304.1
OG0002370	ALV11886.1	AAS05308.1
OG0002371	ALV11887.1	AAS05309.1
OG0002380	ALV13115.1	AAS03267.1
OG0002381	ALV11914.1	AAS03551.1
OG0002383	ALV13117.1	AAS05547.1
OG0002384	ALV11924.1	AAS02611.1
OG0002385	ALV11926.1	AAS05554.1
OG0002386	ALV11928.1	AAS05556.1
OG0002387	ALV11930.1	AAS05558.1
OG0002388	ALV11946.1	AAS05576.1
OG0002389	ALV11948.1	AAS05579.1
OG0002391	ALV11950.1	AAS05582.1
OG0002392	ALV11960.1	AAS03743.1
OG0002394	ALV11969.1	AAS05604.1
OG0002395	ALV11977.1	AAS05607.1
OG0002396	ALV11987.1	AAS05633.1
OG0002397	ALV11988.1	AAS05636.1
OG0002398	ALV11992.1	AAS05642.1
OG0002399	ALV11995.1	AAS05646.1
OG0002400	ALV11999.1	AAS05652.1
OG0002401	ALV12000.1	AAS05653.1
OG0002402	ALV12001.1	AAS05654.1
OG0002403	ALV13134.1	AAS05656.1
OG0002404	ALV12003.1	AAS05657.1
OG0002405	ALV12004.1	AAS05660.1
OG0002406	ALV12005.1	AAS05663.1
OG0002407	ALV12006.1	AAS05665.1
OG0002408	ALV13135.1	AAS05666.1
OG0002409	ALV12010.1	AAS05694.1
OG0002410	ALV12011.1	AAS05695.1
OG0002411	ALV12012.1	AAS05696.1
OG0002412	ALV12013.1	AAS06857.1
OG0002413	ALV12015.1	AAS05698.1
OG0002414	ALV12017.1	AAS05700.1
OG0002415	ALV12036.1	AAS05886.1
OG0002416	ALV12041.1	AAS05716.1
OG0002417	ALV12045.1	AAS05721.1
OG0002418	ALV12046.1	AAS05722.1
OG0002419	ALV12066.1	AAS05819.1
OG0002420	ALV12067.1	AAS05727.1
OG0002421	ALV12076.1	AAS05748.1
OG0002422	ALV13145.1	AAS05749.1
OG0002423	ALV12078.1	AAS05750.1
OG0002424	ALV12079.1	AAS05751.1
OG0002425	ALV12080.1	AAS05752.1
OG0002426	ALV12081.1	AAS05753.1
OG0002427	ALV13146.1	AAS05756.1
OG0002428	ALV12085.1	AAS05758.1
OG0002429	ALV12086.1	AAS05759.1
OG0002430	ALV12087.1	AAS05760.1
OG0002431	ALV12088.1	AAS05761.1
OG0002432	ALV12089.1	AAS05762.1
OG0002433	ALV12095.1	AAS05765.1
OG0002434	ALV12096.1	AAS05766.1
OG0002435	ALV12097.1	AAS05767.1
OG0002436	ALV12098.1	AAS05768.1
OG0002437	ALV12100.1	AAS05772.1
OG0002438	ALV12104.1	AAS05058.1
OG0002439	ALV13149.1	AAS04384.1
OG0002440	ALV12123.1	AAS05844.1
OG0002441	ALV12125.1	AAS05848.1
OG0002442	ALV12126.1	AAS05849.1
OG0002443	ALV13154.1	AAS05850.1
OG0002444	ALV12128.1	AAS05851.1
OG0002445	ALV12130.1	AAS05853.1
OG0002446	ALV12131.1	AAS05854.1
OG0002447	ALV12135.1	AAS05861.1
OG0002448	ALV12138.1	AAS05864.1
OG0002449	ALV12139.1	AAS05865.1
OG0002450	ALV12142.1	AAS05869.1
OG0002451	ALV12145.1	AAS05873.1
OG0002452	ALV12147.1	AAS05874.1
OG0002453	ALV13160.1	AAS05895.1
OG0002454	ALV12156.1	AAS05896.1
OG0002455	ALV12157.1	AAS05897.1
OG0002456	ALV12158.1	AAS05898.1
OG0002457	ALV12161.1	AAS05901.1
OG0002458	ALV12174.1	AAS05914.1
OG0002459	ALV12175.1	AAS05915.1
OG0002460	ALV12180.1	AAS05920.1
OG0002461	ALV13162.1	AAS05932.1
OG0002462	ALV12193.1	AAS05936.1
OG0002463	ALV12203.1	AAS05953.1
OG0002464	ALV12206.1	AAS05957.1
OG0002465	ALV12208.1	AAS05959.1
OG0002466	ALV12209.1	AAS05960.1
OG0002467	ALV12211.1	AAS05962.1
OG0002468	ALV12212.1	AAS05963.1
OG0002469	ALV12215.1	AAS05965.1
OG0002470	ALV12216.1	AAS05966.1
OG0002472	ALV13174.1	AAS05997.1
OG0002473	ALV13175.1	AAS05999.1
OG0002474	ALV12282.1	AAS06000.1
OG0002475	ALV12287.1	AAS06005.1
OG0002476	ALV12288.1	AAS06007.1
OG0002477	ALV12304.1	AAS06014.1
OG0002478	ALV12306.1	AAS06018.1
OG0002479	ALV12307.1	AAS06019.1
OG0002480	ALV12308.1	AAS06020.1
OG0002481	ALV12309.1	AAS06021.1
OG0002482	ALV12310.1	AAS06022.1
OG0002483	ALV12313.1	AAS06026.1
OG0002484	ALV12314.1	AAS06027.1
OG0002485	ALV12325.1	AAS06029.1
OG0002486	ALV12327.1	AAS06032.1
OG0002487	ALV12329.1	AAS06034.1
OG0002488	ALV12330.1	AAS06037.1
OG0002489	ALV12331.1	AAS06038.1
OG0002490	ALV13186.1	AAS05619.1
OG0002491	ALV12348.1	AAS06826.1
OG0002492	ALV12349.1	AAS06825.1
OG0002493	ALV12355.1	AAS06812.1
OG0002496	ALV12361.1	AAS06807.1
OG0002497	ALV12363.1	AAS06805.1
OG0002498	ALV13189.1	AAS06804.1
OG0002499	ALV13190.1	AAS06799.1
OG0002500	ALV12367.1	AAS06798.1
OG0002501	ALV12371.1	AAS06793.1
OG0002502	ALV12372.1	AAS06792.1
OG0002503	ALV12373.1	AAS06791.1
OG0002504	ALV12374.1	AAS06790.1
OG0002505	ALV13192.1	AAS06789.1
OG0002506	ALV12375.1	AAS06788.1
OG0002507	ALV12376.1	AAS06787.1
OG0002508	ALV12377.1	AAS06786.1
OG0002509	ALV12385.1	AAS06779.1
OG0002510	ALV13198.1	AAS02894.1
OG0002511	ALV12404.1	AAS02889.1
OG0002512	ALV12405.1	AAS02888.1
OG0002513	ALV12406.1	AAS02887.1
OG0002514	ALV12407.1	AAS02886.1
OG0002515	ALV12408.1	AAS02885.1
OG0002516	ALV12409.1	AAS02884.1
OG0002517	ALV13199.1	AAS02883.1
OG0002518	ALV12410.1	AAS02882.1
OG0002519	ALV12411.1	AAS02881.1
OG0002520	ALV12414.1	AAS02878.1
OG0002521	ALV12416.1	AAS02876.1
OG0002522	ALV12418.1	AAS02873.1
OG0002523	ALV13200.1	AAS02866.1
OG0002524	ALV12428.1	AAS02863.1
OG0002525	ALV12430.1	AAS02861.1
OG0002526	ALV12431.1	AAS02860.1
OG0002527	ALV12432.1	AAS02859.1
OG0002528	ALV12434.1	AAS02857.1
OG0002529	ALV12435.1	AAS03751.1
OG0002530	ALV12436.1	AAS02855.1
OG0002531	ALV12439.1	AAS02853.1
OG0002532	ALV12440.1	AAS02852.1
OG0002533	ALV12443.1	AAS02850.1
OG0002534	ALV12444.1	AAS02849.1
OG0002535	ALV12446.1	AAS02846.1
OG0002536	ALV12448.1	AAS02844.1
OG0002537	ALV13203.1	AAS02842.1
OG0002538	ALV12450.1	AAS02841.1
OG0002539	ALV12451.1	AAS02840.1
OG0002540	ALV12453.1	AAS02838.1
OG0002541	ALV12454.1	AAS02836.1
OG0002542	ALV12455.1	AAS02835.1
OG0002543	ALV12457.1	AAS02833.1
OG0002544	ALV12458.1	AAS02832.1
OG0002545	ALV12459.1	AAS02831.1
OG0002546	ALV12465.1	AAS02825.1
OG0002547	ALV12467.1	AAS02823.1
OG0002548	ALV12468.1	AAS02822.1
OG0002549	ALV13205.1	AAS02821.1
OG0002550	ALV13206.1	AAS02819.1
OG0002551	ALV12470.1	AAS02818.1
OG0002552	ALV12472.1	AAS02817.1
OG0002553	ALV12473.1	AAS02816.1
OG0002554	ALV12477.1	AAS02812.1
OG0002555	ALV12478.1	AAS02809.1
OG0002556	ALV12479.1	AAS02807.1
OG0002557	ALV12481.1	AAS02802.1
OG0002558	ALV12482.1	AAS02801.1
OG0002559	ALV13208.1	AAS02789.1
OG0002562	ALV13210.1	AAS02754.1
OG0002563	ALV12524.1	AAS05708.1
OG0002564	ALV13216.1	AAS02739.1
OG0002566	ALV12537.1	AAS02738.1
OG0002567	ALV12541.1	AAS02736.1
OG0002568	ALV13218.1	AAS02735.1
OG0002569	ALV12542.1	AAS02734.1
OG0002570	ALV12543.1	AAS02733.1
OG0002571	ALV13219.1	AAS02732.1
OG0002572	ALV12544.1	AAS02731.1
OG0002573	ALV12548.1	AAS02726.1
OG0002574	ALV12549.1	AAS02724.1
OG0002575	ALV12567.1	AAS02707.1
OG0002577	ALV12569.1	AAS02680.1
OG0002578	ALV12570.1	AAS02679.1
OG0002579	ALV12571.1	AAS02678.1
OG0002580	ALV12572.1	AAS02677.1
OG0002581	ALV12573.1	AAS02676.1
OG0002582	ALV12574.1	AAS02675.1
OG0002583	ALV12575.1	AAS02674.1
OG0002584	ALV12577.1	AAS02617.1
OG0002585	ALV12579.1	AAS02619.1
OG0002586	ALV12580.1	AAS02620.1
OG0002587	ALV13223.1	AAS02621.1
OG0002588	ALV12581.1	AAS02622.1
OG0002589	ALV12582.1	AAS02623.1
OG0002591	ALV12589.1	AAS02630.1
OG0002593	ALV13224.1	AAS02651.1
OG0002594	ALV12603.1	AAS02761.1
OG0002595	ALV13226.1	AAS02657.1
OG0002596	ALV12606.1	AAS02658.1
OG0002598	ALV12625.1	AAS02593.1
OG0002599	ALV12626.1	AAS02592.1
OG0002600	ALV12627.1	AAS02591.1
OG0002601	ALV12628.1	AAS02590.1
OG0002602	ALV13230.1	AAS02588.1
OG0002604	ALV12631.1	AAS02579.1
OG0002605	ALV12633.1	AAS02577.1
OG0002606	ALV12643.1	AAS02567.1
OG0002607	ALV12656.1	AAS02554.1
OG0002608	ALV12665.1	AAS02541.1
OG0002609	ALV13238.1	AAS02526.1
OG0002610	ALV12684.1	AAS02521.1
OG0002611	ALV12685.1	AAS02520.1
OG0002612	ALV12694.1	AAS02518.1
OG0002613	ALV12695.1	AAS02517.1
OG0002614	ALV13240.1	AAS02516.1
OG0002615	ALV12696.1	AAS02515.1
OG0002616	ALV12702.1	AAS02509.1
OG0002617	ALV12703.1	AAS02508.1
OG0002618	ALV12718.1	AAS02494.1
OG0002619	ALV12719.1	AAS02493.1
OG0002624	ALV12736.1	AAS02484.1
OG0002625	ALV12737.1	AAS02483.1
OG0002626	ALV12740.1	AAS02479.1
OG0002627	ALV12741.1	AAS02478.1
OG0002628	ALV13244.1	AAS02477.1
OG0002629	ALV12742.1	AAS02475.1
OG0002630	ALV12743.1	AAS02474.1
OG0002631	ALV12744.1	AAS06873.1
OG0002632	ALV12748.1	AAS04138.1
OG0002633	ALV12749.1	AAS06548.1
OG0002634	ALV13246.1	AAS06549.1
OG0002635	ALV12750.1	AAS06881.1
OG0002636	ALV12755.1	AAS06888.1
OG0002637	ALV12757.1	AAS06890.1
OG0002638	ALV12766.1	AAS06899.1
OG0002639	ALV13248.1	AAS06900.1
OG0002641	ALV13222.1	AAS02670.1
OG0002646	ALV12426.1	AAS02864.1
OG0002647	ALV13074.1	AAS03145.1
OG0002648	ALV10113.1	AAS03161.1
OG0002649	ALV10198.1	AAS03262.1
OG0002651	ALV12964.1	AAS03657.1
OG0002655	ALV12754.1	AAS06887.1, AAS04074.1
OG0002656	ALV11180.1	AAS04176.1
OG0002657	ALV11194.1	AAS04199.1
OG0002659	ALV11331.1	AAS04386.1
OG0002660	ALV09427.1	AAS06149.1, AAS04721.1
OG0002661	ALV10464.1	AAS04781.1
OG0002663	ALV11754.1	AAS05205.1
OG0002664	ALV12070.1	AAS05734.1
OG0002665	ALV12201.1	AAS05950.1
OG0002727	ALV09575.1	AAS06369.1
OG0002987	ALV10737.1	AAS03634.1
OG0003048	ALV10922.1	AAS03861.1
OG0003066	ALV10997.1	AAS03959.1
OG0003071	ALV11009.1	AAS04387.1
OG0003097	ALV11055.1	AAS04023.1
OG0003263	ALV11715.1	AAS05166.1
OG0003311	ALV11859.1	AAS05274.1
OG0003454	ALV12557.1	AAS02716.1
OG0003501	ALV12765.1	AAS06898.1
OG0003508	ALV12739.1	AAS02481.1
OG0003509	ALV12738.1	AAS02482.1
OG0003511	ALV12699.1	AAS02512.1
OG0003513	ALV13217.1	AAS02737.1
OG0003515	ALV10010.1	AAS02938.1
OG0003519	ALV10111.1	AAS03159.1
OG0003522	ALV09387.1	AAS03252.1
OG0003528	ALV11133.1	AAS04132.1
OG0003529	ALV11134.1	AAS04134.1
OG0003530	ALV13024.1	AAS04246.1
OG0003531	ALV11272.1	AAS04293.1
OG0003535	ALV11484.1	AAS04606.1
OG0003537	ALV10432.1	AAS04824.1
OG0003538	ALV10340.1	AAS04946.1
OG0003539	ALV10324.1	AAS04961.1
OG0003540	ALV11630.1	AAS05042.1
OG0003542	ALV12129.1	AAS05852.1
OG0003543	ALV09388.1	AAS06066.1
OG0003544	ALV11213.1	AAS06129.1
OG0003545	ALV09446.1	AAS06175.1
OG0003546	ALV09447.1	AAS06176.1
OG0003547	ALV09456.1	AAS06186.1
OG0003548	ALV09477.1	AAS06207.1
OG0003549	ALV09524.1	AAS06262.1
OG0003550	ALV09813.1	AAS06627.1
OG0003551	ALV09937.1	AAS06721.1
OG0003745	ALV09418.1	AAS06121.1
