Orthogroup	Mmicro	Mavium
OG0000882	AMC59189.1	AAS03600.1
OG0000883	AMC59190.1	AAS03601.1
OG0000884	AMC59191.1	AAS03602.1
OG0000885	AMC59192.1	AAS03603.1, AAS06839.1
OG0000886	AMC59193.1	AAS03605.1
OG0000887	AMC59194.1	AAS03606.1
OG0000888	AMC59196.1	AAS03608.1
OG0000889	AMC59199.1	AAS03610.1
OG0000890	AMC59200.1	AAS03611.1
OG0000891	AMC59201.1	AAS03612.1
OG0000892	AMC59202.1	AAS03613.1
OG0000893	AMC59203.1	AAS03614.1
OG0000894	AMC59204.1	AAS03615.1, AAS06698.1
OG0000895	AMC59205.1	AAS03616.1
OG0000896	AMC59206.1	AAS03617.1
OG0000897	AMC59207.1	AAS03618.1
OG0000898	AMC59209.1	AAS03620.1
OG0000899	AMC59210.1	AAS03621.1
OG0000900	AMC59211.1	AAS03622.1
OG0000901	AMC59212.1	AAS03623.1
OG0000902	AMC59213.1	AAS03624.1
OG0000903	AMC59214.1	AAS03625.1
OG0000904	AMC59217.1	AAS03627.1
OG0000905	AMC59218.1	AAS03628.1
OG0000906	AMC59225.1	AAS03635.1
OG0000907	AMC59226.1	AAS03636.1
OG0000908	AMC59228.1	AAS03114.1, AAS03638.1
OG0000909	AMC59229.1	AAS03639.1
OG0000910	AMC59230.1	AAS03642.1
OG0000911	AMC59231.1	AAS03643.1
OG0000912	AMC59233.1	AAS03652.1
OG0000913	AMC59237.1	AAS03656.1
OG0000914	AMC59239.1	AAS03658.1
OG0000915	AMC59243.1	AAS03668.1
OG0000916	AMC59244.1	AAS03669.1
OG0000917	AMC59245.1	AAS03670.1
OG0000918	AMC59246.1	AAS03671.1
OG0000919	AMC59247.1	AAS03672.1
OG0000920	AMC59250.1	AAS03674.1
OG0000921	AMC59251.1	AAS02654.1, AAS03675.1
OG0000922	AMC59252.1	AAS03676.1
OG0000923	AMC59253.1	AAS03677.1
OG0000924	AMC59258.1	AAS03678.1
OG0000925	AMC59259.1	AAS03679.1
OG0000926	AMC59260.1	AAS03680.1
OG0000927	AMC59261.1	AAS03681.1
OG0000928	AMC59262.1	AAS03682.1
OG0000929	AMC59263.1	AAS03683.1
OG0000930	AMC59264.1	AAS03684.1
OG0000931	AMC59265.1	AAS03685.1
OG0000932	AMC59292.1	AAS03706.1
OG0000933	AMC59293.1	AAS03707.1
OG0000934	AMC59294.1	AAS03708.1, AAS04369.1
OG0000935	AMC59296.1	AAS03710.1, AAS06083.1
OG0000936	AMC59297.1	AAS03712.1
OG0000937	AMC59298.1	AAS03713.1
OG0000938	AMC59303.1	AAS03717.1
OG0000939	AMC59304.1	AAS03718.1
OG0000940	AMC59305.1	AAS03719.1
OG0000941	AMC59306.1	AAS03720.1
OG0000942	AMC59307.1	AAS03721.1
OG0000943	AMC59308.1	AAS03722.1
OG0000944	AMC59309.1	AAS03723.1
OG0000945	AMC59310.1	AAS03724.1, AAS04794.1
OG0000946	AMC59325.1	AAS03728.1
OG0000947	AMC59327.1	AAS03729.1
OG0000948	AMC59328.1	AAS03730.1
OG0000949	AMC59329.1	AAS03731.1
OG0000950	AMC59330.1	AAS03732.1
OG0000951	AMC59371.1	AAS06844.1, AAS03781.1
OG0000952	AMC59388.1	AAS04286.1, AAS03770.1
OG0000953	AMC59408.1	AAS03811.1
OG0000954	AMC59410.1	AAS03818.1
OG0000955	AMC59411.1	AAS03819.1
OG0000956	AMC59421.1	AAS03826.1
OG0000957	AMC59422.1	AAS03827.1
OG0000958	AMC59424.1	AAS03828.1
OG0000959	AMC59425.1	AAS03829.1
OG0000960	AMC59426.1	AAS03830.1
OG0000961	AMC59441.1	AAS03841.1, AAS03654.1
OG0000962	AMC59442.1, AMC59443.1	AAS03264.1
OG0000963	AMC59446.1	AAS05615.1, AAS03843.1
OG0000964	AMC59448.1	AAS03847.1, AAS03764.1
OG0000965	AMC59451.1	AAS03848.1
OG0000966	AMC59453.1	AAS03851.1
OG0000967	AMC59454.1	AAS03852.1
OG0000968	AMC59458.1	AAS03856.1
OG0000969	AMC59459.1	AAS03857.1
OG0000970	AMC59460.1	AAS03858.1
OG0000971	AMC59461.1	AAS03859.1
OG0000972	AMC59462.1	AAS03860.1
OG0000973	AMC59463.1	AAS03862.1
OG0000974	AMC59467.1	AAS03865.1
OG0000975	AMC59468.1	AAS03866.1
OG0000976	AMC59475.1	AAS03873.1
OG0000977	AMC59477.1	AAS03875.1
OG0000978	AMC59478.1	AAS03876.1
OG0000979	AMC59488.1	AAS03881.1
OG0000980	AMC59492.1	AAS03886.1
OG0000981	AMC59493.1	AAS03887.1
OG0000982	AMC59494.1	AAS03888.1
OG0000983	AMC59497.1	AAS03891.1, AAS04033.1
OG0000984	AMC59499.1	AAS03894.1, AAS03215.1
OG0000985	AMC59503.1	AAS03900.1
OG0000986	AMC59504.1	AAS03902.1
OG0000987	AMC59508.1	AAS03912.1
OG0000988	AMC59514.1	AAS03921.1, AAS03095.1
OG0000989	AMC59517.1	AAS03924.1
OG0000990	AMC59521.1, AMC59522.1	AAS03928.1
OG0000991	AMC59533.1	AAS03939.1
OG0000992	AMC59539.1	AAS03942.1
OG0000993	AMC59541.1	AAS03945.1
OG0000994	AMC59543.1	AAS03946.1
OG0000995	AMC59554.1	AAS03960.1
OG0000996	AMC59559.1	AAS03963.1
OG0000997	AMC59568.1	AAS04035.1, AAS05267.1
OG0000998	AMC59573.1, AMC59572.1	AAS03969.1
OG0000999	AMC59684.1	AAS04083.1
OG0001000	AMC59685.1	AAS04084.1
OG0001001	AMC59687.1	AAS04085.1
OG0001002	AMC59688.1	AAS04086.1
OG0001003	AMC59698.1	AAS04115.1
OG0001004	AMC59702.1	AAS04118.1, AAS06204.1
OG0001005	AMC59704.1	AAS04120.1
OG0001006	AMC59710.1	AAS02804.1, AAS06324.1
OG0001007	AMC59711.1	AAS04121.1
OG0001008	AMC59721.1	AAS04131.1
OG0001009	AMC59746.1	AAS04143.1
OG0001010	AMC59747.1	AAS04145.1
OG0001011	AMC59748.1	AAS04146.1
OG0001012	AMC59749.1	AAS04147.1
OG0001013	AMC59750.1	AAS04148.1
OG0001014	AMC59751.1	AAS04149.1
OG0001015	AMC59752.1	AAS04150.1
OG0001017	AMC59764.1	AAS04151.1
OG0001018	AMC59765.1	AAS04152.1
OG0001019	AMC59766.1	AAS04153.1
OG0001020	AMC59767.1	AAS04154.1
OG0001021	AMC59773.1	AAS04157.1
OG0001022	AMC59774.1	AAS04158.1
OG0001023	AMC59775.1	AAS04159.1
OG0001024	AMC59776.1	AAS04160.1
OG0001025	AMC59778.1	AAS04163.1
OG0001026	AMC59779.1	AAS04164.1
OG0001027	AMC59782.1	AAS04177.1
OG0001028	AMC59788.1	AAS04193.1
OG0001029	AMC59792.1	AAS04195.1
OG0001030	AMC59793.1	AAS04196.1
OG0001031	AMC59794.1	AAS04197.1
OG0001032	AMC59795.1	AAS03892.1
OG0001033	AMC59800.1	AAS04200.1
OG0001034	AMC59801.1	AAS04202.1
OG0001035	AMC59802.1	AAS04203.1
OG0001036	AMC59806.1	AAS04205.1
OG0001037	AMC59808.1	AAS04207.1
OG0001038	AMC59809.1	AAS04208.1
OG0001039	AMC59810.1	AAS04209.1
OG0001040	AMC59811.1	AAS04210.1
OG0001041	AMC59812.1	AAS04211.1
OG0001042	AMC59814.1	AAS04213.1
OG0001043	AMC59815.1	AAS04214.1
OG0001044	AMC59817.1	AAS04216.1
OG0001045	AMC59819.1	AAS04217.1
OG0001046	AMC59820.1	AAS04218.1
OG0001047	AMC59821.1	AAS04219.1
OG0001048	AMC59829.1	AAS04220.1
OG0001049	AMC59830.1	AAS04221.1
OG0001050	AMC59831.1	AAS04222.1
OG0001051	AMC59832.1	AAS04223.1
OG0001052	AMC59833.1	AAS04224.1
OG0001053	AMC59834.1	AAS04225.1
OG0001054	AMC59835.1	AAS04226.1
OG0001055	AMC59836.1	AAS04227.1
OG0001056	AMC59839.1	AAS04230.1
OG0001057	AMC59840.1	AAS04231.1
OG0001058	AMC59842.1	AAS04233.1
OG0001059	AMC59843.1	AAS04234.1
OG0001060	AMC59845.1	AAS04236.1
OG0001061	AMC59846.1	AAS04237.1
OG0001062	AMC59847.1	AAS04238.1
OG0001063	AMC59848.1	AAS04239.1
OG0001064	AMC59849.1	AAS04240.1
OG0001065	AMC59850.1	AAS04241.1
OG0001066	AMC59853.1	AAS04243.1
OG0001067	AMC59855.1	AAS04245.1
OG0001068	AMC59860.1	AAS04250.1
OG0001069	AMC59863.1	AAS04252.1
OG0001070	AMC59864.1	AAS04254.1
OG0001071	AMC59865.1	AAS04255.1
OG0001072	AMC59866.1	AAS04256.1
OG0001073	AMC59867.1	AAS04257.1
OG0001074	AMC59869.1	AAS04259.1
OG0001075	AMC59870.1	AAS04260.1
OG0001076	AMC59871.1	AAS04261.1
OG0001077	AMC59875.1	AAS04263.1
OG0001078	AMC59877.1	AAS04265.1
OG0001079	AMC59880.1	AAS04267.1
OG0001080	AMC59881.1	AAS04268.1
OG0001081	AMC59884.1	AAS04270.1
OG0001082	AMC59885.1	AAS04272.1
OG0001083	AMC59886.1	AAS04273.1
OG0001084	AMC59889.1	AAS04275.1
OG0001085	AMC59890.1	AAS04276.1
OG0001086	AMC59891.1	AAS04277.1
OG0001087	AMC59893.1	AAS04279.1
OG0001088	AMC59894.1	AAS04282.1
OG0001089	AMC59895.1	AAS04283.1
OG0001090	AMC59896.1	AAS04284.1
OG0001091	AMC59897.1	AAS04285.1
OG0001092	AMC59898.1	AAS04287.1
OG0001093	AMC59901.1	AAS04297.1
OG0001094	AMC59902.1	AAS04298.1
OG0001095	AMC59903.1	AAS04299.1
OG0001096	AMC59908.1	AAS04303.1
OG0001097	AMC59913.1	AAS04309.1
OG0001098	AMC59915.1	AAS04311.1
OG0001099	AMC59918.1	AAS04313.1
OG0001100	AMC59919.1	AAS04314.1
OG0001101	AMC59922.1	AAS04317.1
OG0001102	AMC59933.1	AAS04323.1
OG0001103	AMC59934.1	AAS04324.1
OG0001104	AMC59935.1	AAS04325.1
OG0001105	AMC59939.1	AAS06382.1, AAS04329.1
OG0001106	AMC59960.1	AAS05034.1, AAS04360.1
OG0001107	AMC59965.1	AAS04372.1
OG0001108	AMC59996.1	AAS04407.1
OG0001109	AMC59997.1	AAS04408.1
OG0001110	AMC59998.1	AAS04409.1
OG0001111	AMC60005.1	AAS04414.1
OG0001112	AMC60006.1	AAS04415.1
OG0001113	AMC60016.1	AAS04440.1
OG0001114	AMC60017.1	AAS04441.1
OG0001115	AMC60024.1	AAS04446.1
OG0001116	AMC60025.1	AAS04447.1
OG0001117	AMC60026.1	AAS04449.1
OG0001118	AMC60040.1	AAS04454.1
OG0001119	AMC60041.1	AAS04455.1
OG0001120	AMC60044.1	AAS04458.1
OG0001121	AMC60045.1	AAS04459.1
OG0001122	AMC60048.1	AAS04462.1
OG0001123	AMC60051.1	AAS04476.1
OG0001124	AMC60052.1	AAS04477.1
OG0001125	AMC60056.1	AAS04478.1
OG0001126	AMC60057.1	AAS04479.1
OG0001127	AMC60059.1	AAS04480.1
OG0001128	AMC60068.1	AAS04492.1
OG0001129	AMC60069.1	AAS04494.1, AAS06291.1
OG0001130	AMC60079.1	AAS04352.1, AAS04525.1
OG0001131	AMC60081.1	AAS04353.1, AAS04526.1
OG0001132	AMC60090.1	AAS04530.1
OG0001133	AMC60091.1	AAS04531.1
OG0001134	AMC60092.1	AAS04532.1, AAS03701.1
OG0001135	AMC60094.1	AAS04534.1
OG0001136	AMC60098.1	AAS04538.1
OG0001137	AMC60099.1	AAS04539.1
OG0001138	AMC60100.1	AAS04540.1
OG0001139	AMC60101.1	AAS04541.1
OG0001140	AMC60102.1	AAS04542.1
OG0001141	AMC60109.1	AAS04559.1
OG0001142	AMC60110.1	AAS04560.1
OG0001143	AMC60111.1	AAS04561.1
OG0001144	AMC60118.1	AAS04564.1
OG0001145	AMC60121.1	AAS03906.1
OG0001146	AMC60128.1	AAS04567.1, AAS03596.1
OG0001147	AMC60129.1	AAS02616.1, AAS04568.1
OG0001148	AMC60131.1	AAS04575.1
OG0001149	AMC60133.1	AAS04580.1
OG0001150	AMC60134.1	AAS04581.1
OG0001151	AMC60135.1	AAS04582.1
OG0001152	AMC60136.1	AAS04583.1
OG0001153	AMC60139.1	AAS04584.1
OG0001154	AMC60140.1	AAS04585.1
OG0001155	AMC60141.1	AAS04586.1
OG0001156	AMC60142.1	AAS04587.1
OG0001157	AMC60143.1	AAS04588.1
OG0001158	AMC60150.1	AAS04595.1
OG0001159	AMC60151.1	AAS04596.1
OG0001160	AMC60153.1	AAS04597.1
OG0001161	AMC60154.1	AAS04598.1
OG0001162	AMC60155.1	AAS04599.1
OG0001163	AMC60158.1	AAS04602.1
OG0001164	AMC60159.1	AAS04603.1
OG0001165	AMC60160.1	AAS04604.1
OG0001166	AMC60162.1	AAS04605.1
OG0001167	AMC60165.1	AAS04608.1
OG0001168	AMC60171.1	AAS04611.1
OG0001169	AMC60172.1	AAS04612.1
OG0001170	AMC60174.1	AAS04615.1
OG0001171	AMC60175.1	AAS04616.1
OG0001172	AMC60176.1	AAS04617.1
OG0001173	AMC60194.1	AAS03804.1, AAS04625.1
OG0001174	AMC60195.1	AAS04626.1, AAS03805.1
OG0001175	AMC60702.1, AMC60199.1	AAS04630.1
OG0001176	AMC60206.1	AAS04633.1
OG0001177	AMC60207.1	AAS04634.1
OG0001178	AMC60208.1	AAS04635.1
OG0001179	AMC60210.1	AAS04637.1
OG0001180	AMC60221.1	AAS04645.1
OG0001181	AMC60222.1	AAS04646.1
OG0001182	AMC60223.1	AAS04647.1
OG0001183	AMC60224.1	AAS04648.1
OG0001184	AMC60226.1	AAS04649.1
OG0001185	AMC60235.1	AAS03417.1
OG0001186	AMC60237.1	AAS03415.1
OG0001187	AMC60238.1	AAS03414.1
OG0001188	AMC60239.1	AAS03413.1
OG0001189	AMC60240.1	AAS03412.1
OG0001190	AMC60241.1	AAS03411.1
OG0001191	AMC60242.1	AAS03410.1
OG0001192	AMC60243.1	AAS03409.1
OG0001193	AMC60245.1	AAS03408.1
OG0001194	AMC60258.1	AAS03397.1
OG0001195	AMC60259.1	AAS03396.1
OG0001196	AMC60260.1	AAS03395.1
OG0001197	AMC60261.1	AAS03394.1
OG0001198	AMC60265.1	AAS03389.1
OG0001199	AMC60268.1	AAS04373.1
OG0001200	AMC60273.1	AAS03387.1
OG0001201	AMC60275.1	AAS03385.1
OG0001202	AMC60277.1	AAS06229.1, AAS03383.1
OG0001203	AMC60278.1	AAS03380.1
OG0001204	AMC60279.1	AAS06566.1, AAS03379.1
OG0001205	AMC60282.1	AAS03373.1, AAS03093.1
OG0001206	AMC60286.1	AAS03369.1
OG0001207	AMC60287.1	AAS03368.1
OG0001208	AMC60290.1	AAS03364.1
OG0001209	AMC60292.1	AAS03362.1
OG0001210	AMC60293.1	AAS03361.1
OG0001211	AMC60294.1	AAS03360.1
OG0001212	AMC60296.1	AAS03359.1
OG0001213	AMC60297.1	AAS03358.1
OG0001214	AMC60298.1	AAS03357.1
OG0001215	AMC60300.1	AAS03355.1
OG0001216	AMC60301.1	AAS03354.1
OG0001217	AMC60302.1	AAS03353.1
OG0001218	AMC60311.1	AAS03347.1
OG0001219	AMC60312.1	AAS05025.1
OG0001220	AMC60313.1	AAS05026.1, AAS04046.1
OG0001221	AMC60314.1	AAS05027.1
OG0001222	AMC60317.1	AAS05028.1
OG0001223	AMC60318.1	AAS05029.1
OG0001224	AMC60319.1	AAS05030.1
OG0001225	AMC60320.1	AAS05031.1
OG0001226	AMC60321.1	AAS05032.1
OG0001227	AMC60322.1	AAS05033.1
OG0001228	AMC60350.1	AAS05057.1
OG0001229	AMC60383.1	AAS05109.1
OG0001230	AMC60384.1	AAS05110.1
OG0001231	AMC60387.1	AAS05114.1
OG0001232	AMC60388.1	AAS05115.1
OG0001233	AMC60390.1	AAS05116.1
OG0001234	AMC60392.1	AAS05118.1
OG0001235	AMC60393.1	AAS05119.1
OG0001236	AMC60395.1	AAS05121.1
OG0001237	AMC60407.1	AAS05129.1
OG0001238	AMC60408.1	AAS05130.1
OG0001239	AMC60409.1	AAS05131.1
OG0001240	AMC60410.1	AAS05132.1
OG0001241	AMC60412.1	AAS05134.1
OG0001242	AMC60413.1	AAS05135.1
OG0001243	AMC60414.1	AAS05136.1
OG0001244	AMC60415.1	AAS05137.1
OG0001245	AMC60419.1	AAS05140.1
OG0001246	AMC60420.1	AAS05141.1
OG0001247	AMC60421.1	AAS05142.1
OG0001248	AMC60422.1	AAS05143.1
OG0001249	AMC60426.1	AAS05148.1
OG0001250	AMC60429.1	AAS05150.1
OG0001251	AMC60430.1	AAS05151.1
OG0001252	AMC60431.1	AAS05152.1
OG0001253	AMC60432.1	AAS05153.1
OG0001254	AMC60433.1	AAS05154.1
OG0001255	AMC60436.1	AAS06427.1, AAS04030.1
OG0001256	AMC60437.1	AAS05156.1
OG0001257	AMC60438.1	AAS05157.1
OG0001258	AMC60439.1	AAS05158.1
OG0001259	AMC60440.1	AAS05159.1
OG0001260	AMC60444.1	AAS05162.1
OG0001261	AMC60445.1	AAS05163.1
OG0001262	AMC60448.1	AAS05164.1
OG0001263	AMC60449.1	AAS05165.1
OG0001264	AMC60450.1	AAS05167.1
OG0001265	AMC60451.1	AAS05168.1
OG0001266	AMC60452.1	AAS05169.1
OG0001267	AMC60459.1	AAS05174.1
OG0001268	AMC60460.1	AAS05175.1
OG0001269	AMC60465.1	AAS05180.1
OG0001270	AMC60466.1	AAS05181.1
OG0001271	AMC60467.1	AAS05182.1
OG0001272	AMC60475.1	AAS05185.1
OG0001273	AMC60476.1	AAS05186.1
OG0001274	AMC60483.1	AAS05193.1
OG0001275	AMC60485.1	AAS05194.1
OG0001276	AMC60489.1	AAS05831.1, AAS05201.1
OG0001277	AMC60490.1	AAS05833.1, AAS05203.1
OG0001278	AMC60496.1	AAS05207.1
OG0001279	AMC60497.1	AAS05208.1
OG0001280	AMC60499.1	AAS05209.1
OG0001281	AMC60500.1	AAS05210.1
OG0001282	AMC60507.1	AAS05215.1
OG0001283	AMC60508.1	AAS05216.1
OG0001284	AMC60509.1	AAS05217.1
OG0001285	AMC60557.1	AAS05223.1
OG0001286	AMC60558.1	AAS05224.1
OG0001287	AMC60559.1	AAS05226.1
OG0001288	AMC60561.1	AAS05228.1
OG0001289	AMC60562.1	AAS05229.1
OG0001290	AMC60574.1	AAS04161.1, AAS05240.1
OG0001291	AMC60580.1	AAS05247.1
OG0001292	AMC60583.1	AAS05251.1
OG0001293	AMC60586.1	AAS05253.1
OG0001294	AMC60590.1	AAS05255.1
OG0001295	AMC60591.1	AAS05256.1
OG0001296	AMC60592.1	AAS05257.1
OG0001297	AMC60602.1	AAS05261.1
OG0001298	AMC60603.1	AAS05262.1
OG0001299	AMC60604.1	AAS05263.1
OG0001300	AMC60609.1	AAS05271.1
OG0001301	AMC60610.1	AAS05272.1
OG0001302	AMC60611.1	AAS05273.1
OG0001303	AMC60616.1	AAS05275.1
OG0001304	AMC60617.1	AAS04181.1, AAS05277.1
OG0001305	AMC60619.1	AAS05279.1, AAS03901.1
OG0001306	AMC60620.1	AAS05282.1
OG0001307	AMC60623.1	AAS05286.1
OG0001308	AMC60624.1	AAS05287.1
OG0001309	AMC60625.1	AAS05288.1
OG0001310	AMC60626.1	AAS05289.1
OG0001311	AMC60628.1	AAS05291.1
OG0001312	AMC60629.1	AAS05292.1
OG0001313	AMC60630.1	AAS05293.1
OG0001314	AMC60631.1	AAS05294.1
OG0001315	AMC60632.1	AAS03034.1, AAS05295.1
OG0001316	AMC60635.1	AAS05298.1, AAS03795.1
OG0001317	AMC60639.1	AAS05300.1
OG0001318	AMC60640.1	AAS05302.1
OG0001319	AMC60644.1	AAS03711.1, AAS05305.1
OG0001320	AMC60645.1	AAS05306.1
OG0001321	AMC60646.1	AAS05307.1
OG0001322	AMC60649.1	AAS05311.1
OG0001323	AMC60650.1	AAS05312.1
OG0001324	AMC60651.1	AAS05313.1
OG0001325	AMC60652.1	AAS05314.1
OG0001326	AMC60662.1	AAS03555.1
OG0001327	AMC60680.1	AAS02376.1
OG0001328	AMC60699.1	AAS05550.1
OG0001329	AMC60700.1	AAS05551.1
OG0001330	AMC60703.1	AAS05552.1
OG0001331	AMC60704.1	AAS05553.1
OG0001332	AMC60708.1	AAS05557.1
OG0001333	AMC60711.1	AAS05564.1
OG0001334	AMC60712.1	AAS05565.1
OG0001335	AMC60715.1	AAS05566.1
OG0001336	AMC60719.1	AAS05569.1
OG0001337	AMC60720.1	AAS05570.1
OG0001338	AMC60721.1	AAS05571.1
OG0001339	AMC60722.1	AAS05572.1
OG0001340	AMC60725.1	AAS03009.1, AAS05575.1
OG0001341	AMC60728.1	AAS05577.1
OG0001342	AMC60729.1	AAS05578.1
OG0001343	AMC60740.1	AAS05584.1
OG0001344	AMC60741.1	AAS05585.1
OG0001345	AMC60744.1	AAS05588.1
OG0001346	AMC60745.1	AAS05589.1
OG0001347	AMC60748.1	AAS05590.1
OG0001348	AMC60749.1	AAS05592.1
OG0001349	AMC60750.1	AAS05593.1
OG0001350	AMC60751.1	AAS05594.1
OG0001351	AMC60753.1	AAS05595.1
OG0001352	AMC60755.1	AAS05603.1
OG0001353	AMC60761.1	AAS05605.1
OG0001354	AMC60762.1	AAS05606.1
OG0001355	AMC60765.1	AAS05608.1
OG0001356	AMC60766.1	AAS05609.1
OG0001357	AMC60767.1	AAS05610.1
OG0001358	AMC60768.1	AAS05611.1
OG0001359	AMC60769.1	AAS05612.1
OG0001360	AMC60772.1	AAS05630.1
OG0001361	AMC60773.1	AAS05631.1
OG0001362	AMC60776.1	AAS05634.1
OG0001363	AMC60779.1	AAS05637.1
OG0001364	AMC60780.1	AAS05638.1
OG0001365	AMC60781.1	AAS05639.1
OG0001366	AMC60782.1	AAS05640.1
OG0001367	AMC60788.1	AAS05647.1
OG0001368	AMC60789.1	AAS05648.1
OG0001369	AMC60790.1	AAS05649.1
OG0001370	AMC60791.1	AAS05650.1
OG0001371	AMC60795.1	AAS05655.1
OG0001372	AMC57730.1, AMC60828.1	AAS05191.1
OG0001373	AMC60838.1	AAS04288.1, AAS02602.1
OG0001374	AMC60843.1	AAS05718.1
OG0001375	AMC60844.1	AAS05719.1
OG0001376	AMC60848.1	AAS05723.1
OG0001377	AMC60849.1	AAS05724.1
OG0001378	AMC60876.1	AAS05725.1, AAS05820.1
OG0001379	AMC60878.1	AAS05821.1, AAS04063.1
OG0001380	AMC60885.1	AAS05735.1
OG0001381	AMC60887.1	AAS05736.1
OG0001382	AMC60888.1	AAS05737.1
OG0001383	AMC60898.1	AAS03055.1, AAS05754.1
OG0001384	AMC60899.1, AMC60900.1	AAS05755.1
OG0001385	AMC60902.1	AAS05757.1, AAS02412.1
OG0001386	AMC60919.1	AAS06861.1, AAS05773.1
OG0001387	AMC60920.1	AAS05776.1, AAS02464.1
OG0001388	AMC60942.1	AAS06404.1, AAS04141.1
OG0001389	AMC60946.1	AAS05842.1
OG0001390	AMC60947.1	AAS05843.1
OG0001391	AMC60950.1	AAS05845.1
OG0001392	AMC60951.1	AAS05846.1
OG0001393	AMC60953.1	AAS05847.1
OG0001394	AMC60964.1	AAS05855.1
OG0001395	AMC60965.1	AAS05856.1
OG0001396	AMC60966.1	AAS05857.1
OG0001397	AMC60967.1	AAS05858.1
OG0001398	AMC60968.1	AAS05859.1
OG0001399	AMC60970.1	AAS05860.1
OG0001400	AMC60973.1	AAS05863.1
OG0001401	AMC60976.1	AAS05866.1
OG0001402	AMC60978.1	AAS05868.1
OG0001403	AMC60981.1	AAS05870.1
OG0001404	AMC60982.1	AAS05871.1
OG0001405	AMC60983.1	AAS05872.1
OG0001406	AMC60990.1	AAS05883.1
OG0001407	AMC60991.1	AAS05884.1
OG0001408	AMC60992.1	AAS05885.1
OG0001409	AMC60994.1	AAS06095.1, AAS05894.1
OG0001410	AMC60999.1	AAS05899.1
OG0001411	AMC61000.1	AAS05900.1
OG0001412	AMC61003.1	AAS05904.1
OG0001413	AMC61004.1	AAS05905.1
OG0001414	AMC61005.1	AAS05906.1
OG0001415	AMC61007.1	AAS05908.1
OG0001416	AMC61008.1	AAS05909.1
OG0001417	AMC61009.1	AAS05910.1
OG0001418	AMC61010.1	AAS05911.1
OG0001419	AMC61011.1	AAS05912.1
OG0001420	AMC61018.1	AAS05917.1
OG0001421	AMC61019.1	AAS05918.1
OG0001422	AMC61020.1	AAS05919.1
OG0001423	AMC61021.1	AAS05921.1
OG0001424	AMC61022.1	AAS05922.1
OG0001425	AMC61023.1	AAS05924.1
OG0001426	AMC61024.1	AAS05925.1
OG0001427	AMC61026.1	AAS05926.1
OG0001428	AMC61027.1	AAS05928.1
OG0001429	AMC61028.1	AAS05929.1
OG0001430	AMC61029.1	AAS05930.1
OG0001431	AMC61030.1	AAS05931.1
OG0001432	AMC61032.1	AAS05933.1
OG0001433	AMC61038.1	AAS05942.1
OG0001434	AMC61040.1	AAS05943.1
OG0001435	AMC61042.1	AAS05944.1
OG0001436	AMC61043.1	AAS05945.1
OG0001437	AMC61044.1	AAS05946.1
OG0001438	AMC61045.1	AAS05947.1
OG0001439	AMC61046.1	AAS05949.1
OG0001440	AMC61048.1	AAS05951.1
OG0001441	AMC61049.1	AAS05952.1
OG0001442	AMC61053.1	AAS03791.1, AAS05956.1
OG0001443	AMC61058.1	AAS02542.1, AAS05961.1
OG0001444	AMC61062.1	AAS05964.1
OG0001445	AMC61066.1	AAS05967.1
OG0001449	AMC61088.1	AAS05993.1
OG0001450	AMC61089.1	AAS05994.1
OG0001451	AMC61103.1	AAS05998.1
